Url,Ranking
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/hub-spoke,241
https://docs.microsoft.com/azure/architecture/reference-architectures/microservices/aks,240
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/azure-ad,239
https://docs.microsoft.com/azure/architecture/reference-architectures/dmz/secure-vnet-dmz,238
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/basic-web-app,237
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/multi-region,236
https://docs.microsoft.com/azure/architecture/reference-architectures/enterprise-integration/basic-enterprise-integration,235
https://docs.microsoft.com/azure/architecture/reference-architectures/iot/,234
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/shared-services,233
https://docs.microsoft.com/azure/architecture/reference-architectures/data/enterprise-bi-adf,232
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/adds-extend-domain,231
https://docs.microsoft.com/azure/architecture/reference-architectures/data/enterprise-bi-synapse,230
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/advanced-analytics-on-big-data,229
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/modern-data-warehouse,228
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/vpn,227
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/,226
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/scalable-web-app,225
https://docs.microsoft.com/azure/architecture/example-scenario/apps/devops-dotnet-webapp,224
https://docs.microsoft.com/azure/architecture/reference-architectures/serverless/web-app,223
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/,222
https://docs.microsoft.com/azure/architecture/reference-architectures/dmz/nva-ha,221
https://docs.microsoft.com/azure/architecture/reference-architectures/enterprise-integration/queues-events,220
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/expressroute,219
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/n-tier-sql-server,218
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/adfs,217
https://docs.microsoft.com/azure/architecture/reference-architectures/microservices/service-fabric,216
https://docs.microsoft.com/azure/architecture/reference-architectures/app-service-web-app/app-monitoring,215
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/scalable-ecommerce-web-app,214
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/multi-region-sql-server,213
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/expressroute-vpn-failover,212
https://docs.microsoft.com/azure/architecture/reference-architectures/data/stream-processing-databricks,211
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/azure-devops-continuous-integration-and-continuous-deployment-for-azure-web-apps,210
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/video-rendering,209
https://docs.microsoft.com/azure/architecture/reference-architectures/serverless/cloud-automation,208
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/windows-vm,207
https://docs.microsoft.com/azure/architecture/reference-architectures/hybrid-networking/vnet-peering,206
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/conversational-bot,205
https://docs.microsoft.com/azure/architecture/example-scenario/data/realtime-analytics-vehicle-iot,204
https://docs.microsoft.com/azure/architecture/reference-architectures/ai/real-time-recommendation,203
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/backup-archive-on-premises,202
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cicd-for-azure-vms,201
https://docs.microsoft.com/azure/architecture/example-scenario/data/data-warehouse,200
https://docs.microsoft.com/azure/architecture/reference-architectures/data/stream-processing-stream-analytics,199
https://docs.microsoft.com/azure/architecture/reference-architectures/iot,198
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/backup-archive-on-premises-applications,197
https://docs.microsoft.com/azure/architecture/example-scenario/apps/devops-with-aks,196
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/hybrid-connectivity,195
https://docs.microsoft.com/azure/architecture/reference-architectures/serverless/event-processing,194
https://docs.microsoft.com/azure/architecture/reference-architectures/identity/adds-forest,193
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cicd-for-containers,192
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/multi-tier-app-disaster-recovery,191
https://docs.microsoft.com/azure/architecture/example-scenario/apps/hpc-saas,190
https://docs.microsoft.com/azure/architecture/example-scenario/infrastructure/service-fabric-microservices,189
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/disaster-recovery-enterprise-scale-dr,188
https://docs.microsoft.com/azure/architecture/reference-architectures/sap/sap-s4hana,187
https://docs.microsoft.com/azure/architecture/example-scenario/apps/ecommerce-scenario,186
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/cross-cloud-scaling,185
https://docs.microsoft.com/azure/architecture/example-scenario/apps/decentralized-trust,184
https://docs.microsoft.com/azure/architecture/example-scenario/apps/telehealth-system,183
https://docs.microsoft.com/azure/architecture/example-scenario/data/hybrid-etl-with-adf,182
https://docs.microsoft.com/azure/architecture/solution-ideas/articles/real-time-analytics,181
https://docs.microsoft.com/azure/architecture/reference-architectures/sap/hana-large-instances,180
https://docs.microsoft.com/azure/architecture/example-scenario/apps/fully-managed-secure-apps,179
https://docs.microsoft.com/azure/architecture/example-scenario/apps/apim-api-scenario,178
https://docs.microsoft.com/azure/architecture/reference-architectures/n-tier/linux-vm,177
https://docs.microsoft.com/azure/architecture/reference-architectures/sap/sap-netweaver,176
